# PLEASE DO NOT REMOVE OR CHANGE THIS COPYRIGHT BLOCK
#====================================================================
#
#  Quranic Arabic Corpus (morphology, version 0.4)
#  Copyright (C) 2011 Kais Dukes
#  License: GNU General Public License
#
#  The Quranic Arabic Corpus includes syntactic and morphological
#  annotation of the Quran, and builds on the verified Arabic text
#  distributed by the Tanzil project.
#
#  TERMS OF USE:
#
#  - Permission is granted to copy and distribute verbatim copies
#    of this file, but CHANGING IT IS NOT ALLOWED.
#
#  - This annotation can be used in any website or application,
#    provided its source (the Quranic Arabic Corpus) is clearly
#    indicated, and a link is made to http://corpus.quran.com to enable
#    users to keep track of changes.
#
#  - This copyright notice shall be included in all verbatim copies
#    of the text, and shall be reproduced appropriately in all works
#    derived from or containing substantial portion of this file.
#
#  Please check updates at: http://corpus.quran.com/download

# PLEASE DO NOT REMOVE OR CHANGE THIS COPYRIGHT BLOCK
#====================================================================
#
#  Tanzil Quran Text (Uthmani, version 1.0.2)
#  Copyright (C) 2008-2009 Tanzil.info
#  License: Creative Commons BY-ND 3.0 Unported
#
#  This copy of quran text is carefully produced, highly
#  verified and continuously monitored by a group of specialists
#  at Tanzil project.
#
#  TERMS OF USE:
#
#  - Permission is granted to copy and distribute verbatim copies
#    of this text, but CHANGING IT IS NOT ALLOWED.
#
#  - This quran text can be used in any website or application,
#    provided its source (Tanzil.info) is clearly indicated, and
#    a link is made to http://tanzil.info to enable users to keep
#    track of changes.
#
#  - This copyright notice shall be included in all verbatim copies
#    of the text, and shall be reproduced appropriately in all files
#    derived from or containing substantial portion of this text.
#
#  Please check updates at: http://tanzil.info/updates/
#
#====================================================================

LOCATION	FORM	TAG	FEATURES
(2:15:2:1)	yasotahozi}u	V	STEM|POS:V|IMPF|(X)|LEM:{sotuhozi}a|ROOT:hzA|3MS
(2:15:3:1)	bi	P	PREFIX|bi+
(2:15:3:2)	himo	PRON	STEM|POS:PRON|3MP
(2:15:4:1)	wa	CONJ	PREFIX|w:CONJ+
(2:15:4:2)	yamud~u	V	STEM|POS:V|IMPF|LEM:mad~a|ROOT:mdd|3MS
(2:15:4:3)	humo	PRON	SUFFIX|PRON:3MP
(2:15:5:1)	fiY	P	STEM|POS:P|LEM:fiY
(2:15:6:1)	Tugoya`ni	N	STEM|POS:N|VN|LEM:Tugoya`n|ROOT:Tgy|M|GEN
(2:15:6:2)	himo	PRON	SUFFIX|PRON:3MP
(2:15:7:1)	yaEomahu	V	STEM|POS:V|IMPF|LEM:yaEomahu|ROOT:Emh|3MP
(2:15:7:2)	wna	PRON	SUFFIX|PRON:3MP
(2:16:1:1)	>uw@la`^}ika	DEM	STEM|POS:DEM|LEM:>uwla`^}ik|P
(2:16:2:1)	{l~a*iyna	REL	STEM|POS:REL|LEM:{l~a*iY|MP
(2:16:3:1)	{$otara	V	STEM|POS:V|PERF|(VIII)|LEM:{$otaraY`|ROOT:$ry|3MP
(2:16:3:2)	wuA@	PRON	SUFFIX|PRON:3MP
(2:16:4:1)	{l	DET	PREFIX|Al+
(2:16:4:2)	D~ala`lapa	N	STEM|POS:N|LEM:Dala`lap|ROOT:Dll|F|ACC
(2:16:5:1)	bi	P	PREFIX|bi+
(2:16:5:2)	{lo	DET	PREFIX|Al+
(2:16:5:3)	hudaY`	N	STEM|POS:N|LEM:hudFY|ROOT:hdy|M|GEN
(2:16:6:1)	fa	REM	PREFIX|f:REM+
(2:16:6:2)	maA	NEG	STEM|POS:NEG|LEM:maA
(2:16:7:1)	rabiHat	V	STEM|POS:V|PERF|LEM:rabiHat|ROOT:rbH|3FS
(2:16:8:1)	t~ija`ratu	N	STEM|POS:N|LEM:tija`rap|ROOT:tjr|F|NOM
(2:16:8:2)	humo	PRON	SUFFIX|PRON:3MP
(2:16:9:1)	wa	CONJ	PREFIX|w:CONJ+
(2:16:9:2)	maA	NEG	STEM|POS:NEG|LEM:maA
(2:16:10:1)	kaAnu	V	STEM|POS:V|PERF|LEM:kaAna|ROOT:kwn|SP:kaAn|3MP
(2:16:10:2)	wA@	PRON	SUFFIX|PRON:3MP
(2:16:11:1)	muhotadiyna	N	STEM|POS:N|ACT|PCPL|(VIII)|LEM:m~uhotaduwn|ROOT:hdy|MP|ACC
(2:17:1:1)	mavalu	N	STEM|POS:N|LEM:maval|ROOT:mvl|M|NOM
(2:17:1:2)	humo	PRON	SUFFIX|PRON:3MP
(2:17:2:1)	ka	P	PREFIX|ka+
(2:17:2:2)	mavali	N	STEM|POS:N|LEM:maval|ROOT:mvl|M|GEN
(2:17:3:1)	{l~a*iY	REL	STEM|POS:REL|LEM:{l~a*iY|MS
(2:17:4:1)	{sotawoqada	V	STEM|POS:V|PERF|(X)|LEM:{sotawoqada|ROOT:wqd|3MS
(2:17:5:1)	naArFA	N	STEM|POS:N|LEM:naAr|ROOT:nwr|F|INDEF|ACC
(2:17:6:1)	fa	REM	PREFIX|f:REM+
(2:17:6:2)	lam~aA^	T	STEM|POS:T|LEM:lam~aA
(2:17:7:1)	>aDaA^'ato	V	STEM|POS:V|PERF|(IV)|LEM:>aDaA^'a|ROOT:DwA|3FS
(2:17:8:1)	maA	REL	STEM|POS:REL|LEM:maA
(2:17:9:1)	Hawola	LOC	STEM|POS:LOC|LEM:Hawol|ROOT:Hwl|M|ACC
(2:17:9:2)	hu,	PRON	SUFFIX|PRON:3MS
(2:17:10:1)	*ahaba	V	STEM|POS:V|PERF|LEM:*ahaba|ROOT:*hb|3MS
(2:17:11:1)	{ll~ahu	PN	STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|NOM
(2:17:12:1)	bi	P	PREFIX|bi+
(2:17:12:2)	nuwri	N	STEM|POS:N|LEM:nuwr|ROOT:nwr|M|GEN
(2:17:12:3)	himo	PRON	SUFFIX|PRON:3MP
(2:17:13:1)	wa	CONJ	PREFIX|w:CONJ+
(2:17:13:2)	taraka	V	STEM|POS:V|PERF|LEM:taraka|ROOT:trk|3MS
(2:17:13:3)	humo	PRON	SUFFIX|PRON:3MP
(2:17:14:1)	fiY	P	STEM|POS:P|LEM:fiY
(2:17:15:1)	Zuluma`tK	N	STEM|POS:N|LEM:Zuluma`t|ROOT:Zlm|FP|INDEF|GEN
(2:17:16:1)	l~aA	NEG	STEM|POS:NEG|LEM:laA
(2:17:17:1)	yuboSiru	V	STEM|POS:V|IMPF|(IV)|LEM:>aboSara|ROOT:bSr|3MP
(2:17:17:2)	wna	PRON	SUFFIX|PRON:3MP
(2:18:1:1)	Sum~N[	N	STEM|POS:N|LEM:>aSam~|ROOT:Smm|P|INDEF|NOM
(2:18:2:1)	bukomN	N	STEM|POS:N|LEM:>abokam|ROOT:bkm|P|INDEF|NOM
(2:18:3:1)	EumoYN	N	STEM|POS:N|LEM:>aEomaY`|ROOT:Emy|MP|INDEF|NOM
(2:18:4:1)	fa	CONJ	PREFIX|f:CONJ+
(2:18:4:2)	humo	PRON	STEM|POS:PRON|3MP
(2:18:5:1)	laA	NEG	STEM|POS:NEG|LEM:laA
(2:18:6:1)	yarojiEu	V	STEM|POS:V|IMPF|LEM:rajaEa|ROOT:rjE|3MP
(2:18:6:2)	wna	PRON	SUFFIX|PRON:3MP
(2:19:1:1)	>awo	CONJ	STEM|POS:CONJ|LEM:>aw
(2:19:2:1)	ka	P	PREFIX|ka+
(2:19:2:2)	Say~ibK	N	STEM|POS:N|LEM:Say~ib|ROOT:Swb|M|INDEF|GEN
(2:19:3:1)	m~ina	P	STEM|POS:P|LEM:min
(2:19:4:1)	{l	DET	PREFIX|Al+
(2:19:4:2)	s~amaA^'i	N	STEM|POS:N|LEM:samaA^'|ROOT:smw|F|GEN
(2:19:5:1)	fiy	P	STEM|POS:P|LEM:fiY
(2:19:5:2)	hi	PRON	SUFFIX|PRON:3MS
(2:19:6:1)	Zuluma`tN	N	STEM|POS:N|LEM:Zuluma`t|ROOT:Zlm|FP|INDEF|NOM
(2:19:7:1)	wa	CONJ	PREFIX|w:CONJ+
(2:19:7:2)	raEodN	N	STEM|POS:N|LEM:raEod|ROOT:rEd|M|INDEF|NOM
(2:19:8:1)	wa	CONJ	PREFIX|w:CONJ+
(2:19:8:2)	baroqN	N	STEM|POS:N|LEM:baroq|ROOT:brq|M|INDEF|NOM
(2:19:9:1)	yajoEalu	V	STEM|POS:V|IMPF|LEM:jaEala|ROOT:jEl|3MP
(2:19:9:2)	wna	PRON	SUFFIX|PRON:3MP
(2:19:10:1)	>aSa`biEa	N	STEM|POS:N|LEM:>aSa`biE|ROOT:SbE|MP|ACC
(2:19:10:2)	humo	PRON	SUFFIX|PRON:3MP
(2:19:11:1)	fiY^	P	STEM|POS:P|LEM:fiY
(2:19:12:1)	'aA*aAni	N	STEM|POS:N|LEM:>u*unN|ROOT:A*n|FP|GEN
(2:19:12:2)	him	PRON	SUFFIX|PRON:3MP
(2:19:13:1)	m~ina	P	STEM|POS:P|LEM:min
(2:19:14:1)	{l	DET	PREFIX|Al+
(2:19:14:2)	S~awa`Eiqi	N	STEM|POS:N|LEM:SaAEiqap|ROOT:SEq|FP|GEN
(2:19:15:1)	Ha*ara	N	STEM|POS:N|VN|LEM:Ha*ar|ROOT:H*r|M|ACC
(2:19:16:1)	{lo	DET	PREFIX|Al+
(2:19:16:2)	mawoti	N	STEM|POS:N|LEM:mawot|ROOT:mwt|M|GEN
(2:19:17:1)	wa	REM	PREFIX|w:REM+
(2:19:17:2)	{ll~ahu	PN	STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|NOM
(2:19:18:1)	muHiyTN[	N	STEM|POS:N|ACT|PCPL|(IV)|LEM:muHiyT|ROOT:HwT|M|INDEF|NOM
(2:19:19:1)	bi	P	PREFIX|bi+
(2:19:19:2)	{lo	DET	PREFIX|Al+
(2:19:19:3)	ka`firiyna	N	STEM|POS:N|ACT|PCPL|LEM:ka`firuwn|ROOT:kfr|MP|GEN
(2:20:1:1)	yakaAdu	V	STEM|POS:V|IMPF|LEM:kaAda|ROOT:kwd|SP:kaAd|3MS
(2:20:2:1)	{lo	DET	PREFIX|Al+
(2:20:2:2)	baroqu	N	STEM|POS:N|LEM:baroq|ROOT:brq|M|NOM
(2:20:3:1)	yaxoTafu	V	STEM|POS:V|IMPF|LEM:xaTifa|ROOT:xTf|3MS
(2:20:4:1)	>aboSa`ra	N	STEM|POS:N|LEM:baSar|ROOT:bSr|MP|ACC
(2:20:4:2)	humo	PRON	SUFFIX|PRON:3MP
(2:20:5:1)	kul~amaA^	T	STEM|POS:T|LEM:kul~amaA|ROOT:kll
(2:20:6:1)	>aDaA^'a	V	STEM|POS:V|PERF|(IV)|LEM:>aDaA^'a|ROOT:DwA|3MS
(2:20:7:1)	la	P	PREFIX|l:P+
(2:20:7:2)	hum	PRON	STEM|POS:PRON|3MP
(2:20:8:1)	m~a$a	V	STEM|POS:V|PERF|LEM:m~a$a|ROOT:m$y|3MP
(2:20:8:2)	woA@	PRON	SUFFIX|PRON:3MP
(2:20:9:1)	fiy	P	STEM|POS:P|LEM:fiY
(2:20:9:2)	hi	PRON	SUFFIX|PRON:3MS
(2:20:10:1)	wa	REM	PREFIX|w:REM+
(2:20:10:2)	<i*aA^	T	STEM|POS:T|LEM:<i*aA
(2:20:11:1)	>aZolama	V	STEM|POS:V|PERF|(IV)|LEM:>aZolama|ROOT:Zlm|3MS
(2:20:12:1)	Ealayo	P	STEM|POS:P|LEM:EalaY`
(2:20:12:2)	himo	PRON	SUFFIX|PRON:3MP
(2:20:13:1)	qaAmu	V	STEM|POS:V|PERF|LEM:qaAma|ROOT:qwm|3MP
(2:20:13:2)	wA@	PRON	SUFFIX|PRON:3MP
(2:20:14:1)	wa	REM	PREFIX|w:REM+
(2:20:14:2)	lawo	COND	STEM|POS:COND|LEM:law
(2:20:15:1)	$aA^'a	V	STEM|POS:V|PERF|LEM:$aA^'a|ROOT:$yA|3MS
(2:20:16:1)	{ll~ahu	PN	STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|NOM
(2:20:17:1)	la	EMPH	PREFIX|l:EMPH+
(2:20:17:2)	*ahaba	V	STEM|POS:V|PERF|LEM:*ahaba|ROOT:*hb|3MS
(2:20:18:1)	bi	P	PREFIX|bi+
(2:20:18:2)	samoEi	N	STEM|POS:N|LEM:samoE|ROOT:smE|M|GEN
(2:20:18:3)	himo	PRON	SUFFIX|PRON:3MP
(2:20:19:1)	wa	CONJ	PREFIX|w:CONJ+
(2:20:19:2)	>aboSa`ri	N	STEM|POS:N|LEM:baSar|ROOT:bSr|MP|GEN
(2:20:19:3)	himo	PRON	SUFFIX|PRON:3MP
(2:20:20:1)	<in~a	ACC	STEM|POS:ACC|LEM:<in~|SP:<in~
(2:20:21:1)	{ll~aha	PN	STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|ACC
(2:20:22:1)	EalaY`	P	STEM|POS:P|LEM:EalaY`
(2:20:23:1)	kul~i	N	STEM|POS:N|LEM:kul~|ROOT:kll|M|GEN
(2:20:24:1)	$aYo'K	N	STEM|POS:N|LEM:$aYo'|ROOT:$yA|M|INDEF|GEN
(2:20:25:1)	qadiyrN	N	STEM|POS:N|LEM:qadiyr|ROOT:qdr|M|INDEF|NOM
(2:21:1:1)	ya`^	VOC	PREFIX|ya+
(2:21:1:2)	>ay~uhaA	N	STEM|POS:N|LEM:>ay~uhaA|NOM
(2:21:2:1)	{l	DET	PREFIX|Al+
(2:21:2:2)	n~aAsu	N	STEM|POS:N|LEM:n~aAs|ROOT:nws|MP|NOM
(2:21:3:1)	{Eobudu	V	STEM|POS:V|IMPV|LEM:Eabada|ROOT:Ebd|2MP
(2:21:3:2)	wA@	PRON	SUFFIX|PRON:2MP
(2:21:4:1)	rab~a	N	STEM|POS:N|LEM:rab~|ROOT:rbb|M|ACC
(2:21:4:2)	kumu	PRON	SUFFIX|PRON:2MP
(2:21:5:1)	{l~a*iY	REL	STEM|POS:REL|LEM:{l~a*iY|MS
(2:21:6:1)	xalaqa	V	STEM|POS:V|PERF|LEM:xalaqa|ROOT:xlq|3MS
(2:21:6:2)	kumo	PRON	SUFFIX|PRON:2MP
(2:21:7:1)	wa	CONJ	PREFIX|w:CONJ+
(2:21:7:2)	{l~a*iyna	REL	STEM|POS:REL|LEM:{l~a*iY|MP
(2:21:8:1)	min	P	STEM|POS:P|LEM:min
(2:21:9:1)	qaboli	N	STEM|POS:N|LEM:qabol|ROOT:qbl|GEN
(2:21:9:2)	kumo	PRON	SUFFIX|PRON:2MP
(2:21:10:1)	laEal~a	ACC	STEM|POS:ACC|LEM:laEal~|SP:<in~
(2:21:10:2)	kumo	PRON	SUFFIX|PRON:2MP
(2:21:11:1)	tat~aqu	V	STEM|POS:V|IMPF|(VIII)|LEM:{t~aqaY`|ROOT:wqy|2MP
(2:21:11:2)	wna	PRON	SUFFIX|PRON:2MP
(2:22:1:1)	{l~a*iY	REL	STEM|POS:REL|LEM:{l~a*iY|MS
(2:22:2:1)	jaEala	V	STEM|POS:V|PERF|LEM:jaEala|ROOT:jEl|3MS
(2:22:3:1)	la	P	PREFIX|l:P+
(2:22:3:2)	kumu	PRON	STEM|POS:PRON|2MP
(2:22:4:1)	{lo	DET	PREFIX|Al+
(2:22:4:2)	>aroDa	N	STEM|POS:N|LEM:>aroD|ROOT:ArD|F|ACC
(2:22:5:1)	fira`$FA	N	STEM|POS:N|LEM:fira`$|ROOT:fr$|M|INDEF|ACC
(2:22:6:1)	wa	CONJ	PREFIX|w:CONJ+
(2:22:6:2)	{l	DET	PREFIX|Al+
(2:22:6:3)	s~amaA^'a	N	STEM|POS:N|LEM:samaA^'|ROOT:smw|F|ACC
(2:22:7:1)	binaA^'F	N	STEM|POS:N|LEM:binaA^'|ROOT:bny|M|INDEF|ACC
(2:22:8:1)	wa	CONJ	PREFIX|w:CONJ+
(2:22:8:2)	>anzala	V	STEM|POS:V|PERF|(IV)|LEM:>anzala|ROOT:nzl|3MS
(2:22:9:1)	mina	P	STEM|POS:P|LEM:min
(2:22:10:1)	{l	DET	PREFIX|Al+
(2:22:10:2)	s~amaA^'i	N	STEM|POS:N|LEM:samaA^'|ROOT:smw|F|GEN
(2:22:11:1)	maA^'F	N	STEM|POS:N|LEM:maA^'|ROOT:mwh|M|INDEF|ACC
(2:22:12:1)	fa	CONJ	PREFIX|f:CONJ+
(2:22:12:2)	>axoraja	V	STEM|POS:V|PERF|(IV)|LEM:>axoraja|ROOT:xrj|3MS
(2:22:13:1)	bi	P	PREFIX|bi+
(2:22:13:2)	hi.	PRON	STEM|POS:PRON|3MS
(2:22:14:1)	mina	P	STEM|POS:P|LEM:min
(2:22:15:1)	{l	DET	PREFIX|Al+
(2:22:15:2)	v~amara`ti	N	STEM|POS:N|LEM:vamara`t|ROOT:vmr|FP|GEN
(2:22:16:1)	rizoqFA	N	STEM|POS:N|LEM:rizoq|ROOT:rzq|M|INDEF|ACC
(2:22:17:1)	l~a	P	PREFIX|l:P+
(2:22:17:2)	kumo	PRON	STEM|POS:PRON|2MP
(2:22:18:1)	fa	REM	PREFIX|f:REM+
(2:22:18:2)	laA	PRO	STEM|POS:PRO|LEM:laA
(2:22:19:1)	tajoEalu	V	STEM|POS:V|IMPF|LEM:jaEala|ROOT:jEl|2MP|MOOD:JUS
(2:22:19:2)	wA@	PRON	SUFFIX|PRON:2MP
(2:22:20:1)	li	P	PREFIX|l:P+
(2:22:20:2)	l~ahi	PN	STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|GEN
(2:22:21:1)	>andaAdFA	N	STEM|POS:N|LEM:>andaAd|ROOT:ndd|MP|INDEF|ACC
(2:22:22:1)	wa	CIRC	PREFIX|w:CIRC+
(2:22:22:2)	>antumo	PRON	STEM|POS:PRON|2MP
(2:22:23:1)	taEolamu	V	STEM|POS:V|IMPF|LEM:Ealima|ROOT:Elm|2MP
(2:22:23:2)	wna	PRON	SUFFIX|PRON:2MP
(2:23:1:1)	wa	REM	PREFIX|w:REM+
(2:23:1:2)	<in	COND	STEM|POS:COND|LEM:<in
(2:23:2:1)	kun	V	STEM|POS:V|PERF|LEM:kaAna|ROOT:kwn|SP:kaAn|2MP
(2:23:2:2)	tumo	PRON	SUFFIX|PRON:2MP
(2:23:3:1)	fiY	P	STEM|POS:P|LEM:fiY
(2:23:4:1)	rayobK	N	STEM|POS:N|LEM:rayob|ROOT:ryb|M|INDEF|GEN
(2:23:5:1)	m~i	P	STEM|POS:P|LEM:min
(2:23:5:2)	m~aA	REL	STEM|POS:REL|LEM:maA
(2:23:6:1)	naz~alo	V	STEM|POS:V|PERF|(II)|LEM:naz~ala|ROOT:nzl|1P
(2:23:6:2)	naA	PRON	SUFFIX|PRON:1P
(2:23:7:1)	EalaY`	P	STEM|POS:P|LEM:EalaY`
(2:23:8:1)	Eabodi	N	STEM|POS:N|LEM:Eabod|ROOT:Ebd|M|GEN
(2:23:8:2)	naA	PRON	SUFFIX|PRON:1P
(2:23:9:1)	fa	RSLT	PREFIX|f:RSLT+
(2:23:9:2)	>otu	V	STEM|POS:V|IMPV|LEM:>ataY|ROOT:Aty|2MP
(2:23:9:3)	wA@	PRON	SUFFIX|PRON:2MP
(2:23:10:1)	bi	P	PREFIX|bi+
(2:23:10:2)	suwrapK	N	STEM|POS:N|LEM:suwrap|ROOT:swr|F|INDEF|GEN
(2:23:11:1)	m~in	P	STEM|POS:P|LEM:min
(2:23:12:1)	m~ivoli	N	STEM|POS:N|LEM:mivol|ROOT:mvl|M|GEN
(2:23:12:2)	hi.	PRON	SUFFIX|PRON:3MS
(2:23:13:1)	wa	CONJ	PREFIX|w:CONJ+
(2:23:13:2)	{doEu	V	STEM|POS:V|IMPV|LEM:daEaA|ROOT:dEw|2MP
(2:23:13:3)	wA@	PRON	SUFFIX|PRON:2MP
(2:23:14:1)	$uhadaA^'a	N	STEM|POS:N|LEM:$ahiyd|ROOT:$hd|MP|ACC
(2:23:14:2)	kum	PRON	SUFFIX|PRON:2MP
(2:23:15:1)	m~in	P	STEM|POS:P|LEM:min
(2:23:16:1)	duwni	N	STEM|POS:N|LEM:duwn|ROOT:dwn|GEN
(2:23:17:1)	{ll~ahi	PN	STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|GEN
(2:23:18:1)	<in	COND	STEM|POS:COND|LEM:<in
(2:23:19:1)	kun	V	STEM|POS:V|PERF|LEM:kaAna|ROOT:kwn|SP:kaAn|2MP
(2:23:19:2)	tumo	PRON	SUFFIX|PRON:2MP
(2:23:20:1)	Sa`diqiyna	N	STEM|POS:N|ACT|PCPL|LEM:SaAdiq|ROOT:Sdq|MP|ACC
(2:24:1:1)	fa	REM	PREFIX|f:REM+
(2:24:1:2)	<in	COND	STEM|POS:COND|LEM:<in
(2:24:2:1)	l~amo	NEG	STEM|POS:NEG|LEM:lam
(2:24:3:1)	tafoEalu	V	STEM|POS:V|IMPF|LEM:faEala|ROOT:fEl|2MP|MOOD:JUS
(2:24:3:2)	wA@	PRON	SUFFIX|PRON:2MP
(2:24:4:1)	wa	REM	PREFIX|w:REM+
(2:24:4:2)	lan	NEG	STEM|POS:NEG|LEM:lan
(2:24:5:1)	tafoEalu	V	STEM|POS:V|IMPF|LEM:faEala|ROOT:fEl|2MP|MOOD:SUBJ
(2:24:5:2)	wA@	PRON	SUFFIX|PRON:2MP
(2:24:6:1)	fa	RSLT	PREFIX|f:RSLT+
(2:24:6:2)	{t~aqu	V	STEM|POS:V|IMPV|(VIII)|LEM:{t~aqaY`|ROOT:wqy|2MP
(2:24:6:3)	wA@	PRON	SUFFIX|PRON:2MP
(2:24:7:1)	{l	DET	PREFIX|Al+
(2:24:7:2)	n~aAra	N	STEM|POS:N|LEM:naAr|ROOT:nwr|F|ACC
(2:24:8:1)	{l~atiY	REL	STEM|POS:REL|LEM:{l~a*iY|FS
(2:24:9:1)	waquwdu	N	STEM|POS:N|LEM:waquwd|ROOT:wqd|M|NOM
(2:24:9:2)	haA	PRON	SUFFIX|PRON:3FS
(2:24:10:1)	{l	DET	PREFIX|Al+
(2:24:10:2)	n~aAsu	N	STEM|POS:N|LEM:n~aAs|ROOT:nws|MP|NOM
(2:24:11:1)	wa	CONJ	PREFIX|w:CONJ+
(2:24:11:2)	{lo	DET	PREFIX|Al+
(2:24:11:3)	HijaArapu	N	STEM|POS:N|LEM:HijaArap|ROOT:Hjr|F|NOM
(2:24:12:1)	>uEid~ato	V	STEM|POS:V|PERF|PASS|(IV)|LEM:>aEad~a|ROOT:Edd|3FS
(2:24:13:1)	li	P	PREFIX|l:P+
(2:24:13:2)	lo	DET	PREFIX|Al+
(2:24:13:3)	ka`firiyna	N	STEM|POS:N|ACT|PCPL|LEM:ka`firuwn|ROOT:kfr|MP|GEN
(2:25:1:1)	wa	REM	PREFIX|w:REM+
(2:25:1:2)	ba$~iri	V	STEM|POS:V|IMPV|(II)|LEM:bu$~ira|ROOT:b$r|2MS
(2:25:2:1)	{l~a*iyna	REL	STEM|POS:REL|LEM:{l~a*iY|MP
(2:25:3:1)	'aAmanu	V	STEM|POS:V|PERF|(IV)|LEM:'aAmana|ROOT:Amn|3MP
(2:25:3:2)	wA@	PRON	SUFFIX|PRON:3MP
(2:25:4:1)	wa	CONJ	PREFIX|w:CONJ+
(2:25:4:2)	Eamilu	V	STEM|POS:V|PERF|LEM:Eamila|ROOT:Eml|3MP
(2:25:4:3)	wA@	PRON	SUFFIX|PRON:3MP
(2:25:5:1)	{l	DET	PREFIX|Al+
(2:25:5:2)	S~a`liHa`ti	N	STEM|POS:N|ACT|PCPL|LEM:S~a`liHa`t|ROOT:SlH|FP|ACC
(2:25:6:1)	>an~a	ACC	STEM|POS:ACC|LEM:>an~|SP:<in~
(2:25:7:1)	la	P	PREFIX|l:P+
(2:25:7:2)	humo	PRON	STEM|POS:PRON|3MP
(2:25:8:1)	jan~a`tK	N	STEM|POS:N|LEM:jan~ap|ROOT:jnn|FP|INDEF|ACC
(2:25:9:1)	tajoriY	V	STEM|POS:V|IMPF|LEM:jarayo|ROOT:jry|3FS
(2:25:10:1)	min	P	STEM|POS:P|LEM:min
(2:25:11:1)	taHoti	N	STEM|POS:N|LEM:taHot|ROOT:tHt|GEN
(2:25:11:2)	haA	PRON	SUFFIX|PRON:3FS
(2:25:12:1)	{lo	DET	PREFIX|Al+
(2:25:12:2)	>anoha`ru	N	STEM|POS:N|LEM:nahar|ROOT:nhr|MP|NOM
(2:25:13:1)	kul~amaA	T	STEM|POS:T|LEM:kul~amaA|ROOT:kll
(2:25:14:1)	ruziqu	V	STEM|POS:V|PERF|PASS|LEM:razaqa|ROOT:rzq|3MP
(2:25:14:2)	wA@	PRON	SUFFIX|PRON:3MP
(2:25:15:1)	mino	P	STEM|POS:P|LEM:min
(2:25:15:2)	haA	PRON	SUFFIX|PRON:3FS
(2:25:16:1)	min	P	STEM|POS:P|LEM:min
(2:25:17:1)	vamarapK	N	STEM|POS:N|LEM:vamarap|ROOT:vmr|F|INDEF|GEN
(2:25:18:1)	r~izoqFA	N	STEM|POS:N|LEM:rizoq|ROOT:rzq|M|INDEF|ACC
(2:25:19:1)	qaAlu	V	STEM|POS:V|PERF|LEM:qaAla|ROOT:qwl|3MP
(2:25:19:2)	wA@	PRON	SUFFIX|PRON:3MP
(2:25:20:1)	ha`*aA	DEM	STEM|POS:DEM|LEM:ha`*aA|MS
(2:25:21:1)	{l~a*iY	REL	STEM|POS:REL|LEM:{l~a*iY|MS
(2:25:22:1)	ruziqo	V	STEM|POS:V|PERF|PASS|LEM:razaqa|ROOT:rzq|1P
(2:25:22:2)	naA	PRON	SUFFIX|PRON:1P
(2:25:23:1)	min	P	STEM|POS:P|LEM:min
(2:25:24:1)	qabolu	N	STEM|POS:N|LEM:qabol|ROOT:qbl|GEN
(2:25:25:1)	wa	REM	PREFIX|w:REM+
(2:25:25:2)	>utu	V	STEM|POS:V|PERF|PASS|LEM:>ataY|ROOT:Aty|3MP
(2:25:25:3)	wA@	PRON	SUFFIX|PRON:3MP
(2:25:26:1)	bi	P	PREFIX|bi+
(2:25:26:2)	hi.	PRON	STEM|POS:PRON|3MS
(2:25:27:1)	muta$a`bihFA	N	STEM|POS:N|ACT|PCPL|(VI)|LEM:muta$a`bih|ROOT:$bh|M|INDEF|ACC
(2:25:28:1)	wa	REM	PREFIX|w:REM+
(2:25:28:2)	la	P	PREFIX|l:P+
(2:25:28:3)	humo	PRON	STEM|POS:PRON|3MP
(2:25:29:1)	fiy	P	STEM|POS:P|LEM:fiY
(2:25:29:2)	haA^	PRON	SUFFIX|PRON:3FS
(2:25:30:1)	>azowa`jN	N	STEM|POS:N|LEM:zawoj|ROOT:zwj|MP|INDEF|NOM
(2:25:31:1)	m~uTah~arapN	ADJ	STEM|POS:ADJ|PASS|PCPL|(II)|LEM:m~uTah~arap|ROOT:Thr|FS|INDEF|NOM
(2:25:32:1)	wa	CIRC	PREFIX|w:CIRC+
(2:25:32:2)	humo	PRON	STEM|POS:PRON|3MP
(2:25:33:1)	fiy	P	STEM|POS:P|LEM:fiY
(2:25:33:2)	haA	PRON	SUFFIX|PRON:3FS
(2:25:34:1)	xa`liduwna	N	STEM|POS:N|ACT|PCPL|LEM:xa`lid|ROOT:xld|MP|NOM
(2:26:1:1)	<in~a	ACC	STEM|POS:ACC|LEM:<in~|SP:<in~
(2:26:2:1)	{ll~aha	PN	STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|ACC
(2:26:3:1)	laA	NEG	STEM|POS:NEG|LEM:laA
(2:26:4:1)	yasotaHoYi.^	V	STEM|POS:V|IMPF|(X)|LEM:yasotaHoYi.^|ROOT:Hyy|3MS
(2:26:5:1)	>an	SUB	STEM|POS:SUB|LEM:>an
(2:26:6:1)	yaDoriba	V	STEM|POS:V|IMPF|LEM:Daraba|ROOT:Drb|3MS|MOOD:SUBJ
